Country,Status,Date,Center ID,Center,Verified,Type,Activity,Org,Capacity,Equipment (R.A.G),Staff,Doctors,Nurses,Isolation Facility,PPE,Burial Site,Water,Power,Comm.,Date open,Date closed,Region,Adm1 ID,District,Adm2 ID,Adm3,Place,Lat,Long,Address,Clinic Website,Notes (example: If closed why?),Source of info,Location in OSM,MTI: Zone,MTI: Zonal Facility,UN Team,UN Site No,UN site name,UTM,UN Gr,UNMIL Grid,UNMIL Grid New
Liberia,,19.08.14,LR24-000025,Charlesville Clinic,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,Charlesville,6.19674000000,-10.380610,,,,,,,,,,,,,,
Liberia,,19.08.14,LR24-000022,Dolo's Town,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,Dolo Town,6.25173000000,-10.356540,,,,,,,,,,,,,,
Liberia,,19.08.14,LR24-000027,Harbel,,Health Center,,Private - for profit,20,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,Harbel,6.23112000000,-10.324050,,,,,,,,,,,,,,
Liberia,,19.08.14,LR24-000002,Marshall,,Health Center,,MOHSW only,12,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,Marshall,6.21314000000,-10.423140,,,,,,,,,,,,,,
Liberia,,19.08.14,LR24-000013,Schifflin,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,Schefflin,6.22618000000,-10.534180,,,,,,,,,,,,,,
Liberia,,19.08.14,LR24-000016,Unification Town,,Health Center,,MOHSW only,5,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,Unificati,6.24605000000,-10.353040,,,,,,,,,,,,,,
Liberia,,19.08.14,LR24-000003,Zeeworth,Y*,Clinic,,MOHSW  and CAM,N/A,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,Zoewenh,6.35340000000,-10.555100,,,"Changed town name to Zoewenh in order to match coordinates and town name. Open Street map shows Benedict Warner Farm nearby. Leaving Center name as is Zeeworth for now. 

Duplicates LISGIS223",,,,,,,,,,,
Liberia,,19.08.14,LR24-000017,Division 28,,Clinic,,Private - non profit,N/A,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,,6.42156000000,-10.318990,,,,,,,,,,,,,,
Liberia,,19.08.14,LR24-000019,Du-Side,,Hospital,,Private - non profit,145,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,,6.35332000000,-10.469380,,,,,,,,,,,,,,
Liberia,,19.08.14,LR24-000034,Edward Banyan Kesselly Military Barracks,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,,6.21091000000,-10.568900,,,,,,,,,,,,,,
Liberia,Open,19.08.14,LR24-000023,Liberian Health Care Center,,Health Center,,Private - for profit,8,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,,6.21924000000,-10.592000,,,,,,,,,,,,,,
Liberia,,19.08.14,LR24-000015,Pioneer,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,,6.26242000000,-10.359160,,,,,,,,,,,,,,
Liberia,,19.08.14,LR24-000001,Sarco Clinic,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Margibi,LBR09,Mambah-Kaba,LBR0904,,,6.24332000000,-10.347090,,,,,,,,,,,,,,
Liberia,,,UN165,Glofaken Clinic,,Clinic,,Merlin,,,,N,Y,,N,Not confirmed,,,,,,Maryland,LBR10,Gwelepoken,LBR1001,,,4.949644493,-7.895098,,,,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 225 472,29NPF 225 472,29NPF 225 472
Liberia,Open,08/08/2014,UN144,Cavalla New Town Clinic,N,Clinic,,GOL,,,9,,,,N,Not yet selected,,,,,,Maryland,LBR10,Harper,LBR1002,,Cavalla,4.36374,-7.588680,,,,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PE 5660 82486,29NPE 5660 82486,29NPE 5660 82486
Liberia,Pending,17/08/2014,UN145,Fish Town Clinic,,Clinic,,MERCI,,,,N,8,,N,Not yet selected,,,,,,Maryland,LBR10,Harper,LBR1002,,Fish Town,4.42428022,-7.818063,,,,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PE 3114 8913,29NPE 3114 8913,29NPE 3114 8913
Liberia,,19.08.14,UN140,J.J. Dossen Memorial Hospital,,Hosp,,"GOL,Merlin",83,,,2,36,,N,Not yet selected,,,,,,Maryland,LBR10,Harper,LBR1002,,Harper,4.377611621,-7.710367,,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/ ; http://www.tlcafrica.com/lisgis/lisgis.htm",,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PE 4310 8399,29NPE 4310 8399,29NPE 4310 8399
Liberia,Open,29/08/2014,UN149,Rock Town Clinic,,Clinic,,Merci,,,,3,6,,N,Not confirmed,,,,,,Maryland,LBR10,Harper,LBR1002,,Harper,4.39952584,-7.779714,,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PE 354 864,29NPE 354 864,29NPE 354 864
Liberia,,19.08.14,LR27-000014,Sacred Heart,,Clinic,,Faith Based Organization,N/A,,,,,,,,,,,,,Maryland,LBR10,Harper,LBR1002,,Harper,4.37978000000,-7.708400,,,,,,,,,,,,,,
Liberia,,19.08.14,UN143,Pullah Community Clinic,,Clinic,,Merlin,,,,N,1,,N,Not yet selected,,,,,,Maryland,LBR10,Harper,LBR1002,,Pullah,4.390177886,-7.606724,,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PE 546 854,29NPE 546 854,29NPE 546 854
Liberia,,19.08.14,LR27-000023,Yookudi,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Maryland,LBR10,Harper,LBR1002,,Yookudi,4.44520000000,-7.600980,,,Dupl UN148,,,,,,,,,,,
Liberia,,10/08/2014,UN142,Bassa Community Clinic,,,,,,,,N,3,,N,Not yet selected,,,,,,Maryland,LBR10,Harper,LBR1002,,,4.377619224,-7.714782,,,,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PE 4261 8399,29NPE 4261 8399,29NPE 4261 8399
Liberia,Closed*,19/08/2014,UN141,Doukudi Clinic,,,,,,,,,,,,,,,,,,Maryland,LBR10,Harper,LBR1002,,,4.437993226,-7.545362,,,"Does not exists anymore ,local depend on  YOOKUDI Clinic",,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PE 614 907,29NPE 614 907,29NPE 614 907
Liberia,,17/08/2014,UN146,LWRC Clinic,,,,,,,,1,12,,N,Not confirmed,,,,,,Maryland,LBR10,Harper,LBR1002,,,4.449485904,-7.745640,,,,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PE 39172 91930,29NPE 39172 91930,29NPE 39172 91930
Liberia,Closed*,22/08/2014,UN147,Thomson Street Community Clinic,,,,,,,,,,,,,,,,,,Maryland,LBR10,Harper,LBR1002,,,4.374998022,-7.715778,,,Does not exists anymore there is only BASSA COMMUNITY CLINIC (PE 4261 8399),,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PE 425 837,29NPE 425 837,29NPE 425 837
Liberia,,19.08.14,LR27-000015,Pougbaken Clinic,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Maryland,LBR10,Karluway No. 1,LBR1003,,Keezu,4.7556,-7.759000,,,,,,,,,,,,,,
Liberia,,09/08/2014,UN163,Boniken Clinic,Y,Clinic,,Merlin,,,,N,Y,,N,Not yet selected,,,,,,Maryland,LBR10,Karluway No. 2,LBR1004,,Boniken,4.641476015,-7.681508,,,Alt ID LR27-000017,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 4625 1317,29NPF 4625 1317,29NPF 4625 1317
Liberia,,14/08/2014,UN160,Manolu 1 Clinic,,Clinic,,MERCI,,,,N,Y,,N,Not yet selected,,,,,,Maryland,LBR10,Karluway No. 2,LBR1004,,Manolu,4.719508768,-7.719224,,,,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 4205 2179,29NPF 4205 2179,29NPF 4205 2179
Liberia,Closed*,16/08/2014,UN161,Manolu 2 Clinic,,Clinic,,NFP,,,,,,,,,,,,,,Maryland,LBR10,Karluway No. 2,LBR1004,,Manolu,4.71779282,-7.720580,,,Does not exists anymore there is only Manolu 1 Clinic (PF 4205 2179),,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 419 216,29NPF 419 216,29NPF 419 216
Liberia,Closed*,07/08/2014,UN162,Gbalay Clinic,,,,,,,,,,,,,,,,,,Maryland,LBR10,Karluway No. 2,LBR1004,,,4.68512144,-7.661145,,,Does not exist as confirmed on 07 Aug 14,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 485 180,29NPF 485 180,29NPF 485 180
Liberia,Closed*,19/08/2014,UN164,Wlowen Clinic,,,,,,,,,,,,,,,,,,Maryland,LBR10,Karluway No. 2,LBR1004,,,4.631108305,-7.801862,,,Does not exist as confirmed on 19 Aug 14,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 329 120,29NPF 329 120,29NPF 329 120
Liberia,,19.08.14,LR27-000019,Yediaken,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Maryland,LBR10,Karluway No. 2,LBR1004,,,4.67669000000,-77.664560,,,,,,,,,,,,,,
Liberia,,07/08/2014,UN159,Yediaken Clinic,,,,,,,,2,7,,N,Not yet selected,,,,,,Maryland,LBR10,Karluway No. 2,LBR1004,,,4.676263954,-7.664226,,,,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 4816 1702,29NPF 4816 1702,29NPF 4816 1702
Liberia,,19.08.14,LR27-000008,Feloken Clinic,,Clinic,,MERCI,N/A,,,,,,,,,,,,,Maryland,LBR10,Nyorken,LBR1005,,Feloken,5.06728000000,-7.866170,,,,,,,,,,,,,,
Liberia,Open,19.08.14,LR27-000013,Gbawiliken,,Clinic,,"MERCI,GOL",N/A,,,,,,,,,,,,,Maryland,LBR10,Nyorken,LBR1005,,Gbaklika,4.99046000000,-7.849420,,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,,,,,,,,,
Liberia,,12/08/2014,UN158,Barriken Clinic,,Clinic,,MERCI,,,,N,2,,N,Not yet selected,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,Barrakeh,4.492933518,-7.662765,,,,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PE 4836 9675,29NPE 4836 9675,29NPE 4836 9675
Liberia,,19.08.14,LR27-000024,Gboloke,Y,Clinic,,MERCI (GOL?),N/A,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,Gbloke,4.53304000000,-7.642290,,,,,,,,,,,,,,
Liberia,,19.08.14,LR27-000010,Karloken,Y,Health Center,,MERCI,4,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,Karloken,4.799023,-7.736891,,,geolocated to village level (Karloken),http://liberia.ushahidi.com/reports/view/544,,,,,,,,,,
Liberia,,19.08.14,LR27-000022,Rock Town Kunokudi,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,Kudekudi,4.64510000000,-7.617160,,,,,,,,,,,,,,
Liberia,,,LISGIS252,Old Sodoken,Y,Clinic,,GOL,,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,Old Sodokeh,4.520348,-7.705999,,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,,,,,,,,,
Liberia,,,LISGIS258,C.R.P. Medical Center,,HC,,NFP,,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,Pleebo,4.5335,-7.645100,,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,,,,,,,,,
Liberia,Open,11/08/2014,UN157,Cavalla Medical Center,,Clinic,,Merlin,,,,1,4,,N,Not yet selected,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,Pleebo,4.573607189,-7.661985,,,,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 4843 0567,29NPF 4843 0567,29NPF 4843 0567
Liberia,Closed*,11/08/2014,UN150,CRC Clinic,,,,,,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,Pleebo,4.576580473,-7.655941,,,Does not exists anymore there is only CAVALA MEDICAL CENTER (PF 4843 0567),,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 491 060,29NPF 491 060,29NPF 491 060
Liberia,Closed*,15/08/2014,UN153,CRC Hospital,,,,,,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,Pleebo,4.576565189,-7.647830,,,Does not exists anymore there is only CAVALA MEDICAL CENTER (PF 4843 0567),,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 500 060,29NPF 500 060,29NPF 500 060
Liberia,,19.08.14,LR27-000006,Plebo Health Center,,Health Center,,MERCI,8,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,Pleebo,4.58534000000,-7.671900,,,,,,,,,,,,,,
Liberia,,19.08.14,LR27-000007,St. Francis,Y,Clinic,,Faith Based Organization,N/A,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,Sadeke,4.55303000000,-7.670810,,,,,,,,,,,,,,
Liberia,Closed*,11/08/2014,UN151,Division 3 New Camp Clinic,,,,,,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,,4.569361937,-7.664967,,,Does not exists anymore there is only CAVALA MEDICAL CENTER (PF 4843 0567),,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 481 052,29NPF 481 052,29NPF 481 052
Liberia,Closed*,13/08/2014,UN152,Division 5 CRC Camp 8 Clinic,,,,,,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,,4.565616972,-7.598281,,,Does not exists anymore there is only CAVALA MEDICAL CENTER (PF 4843 0567),,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 555 048,29NPF 555 048,29NPF 555 048
Liberia,Closed*,11/08/2014,UN154,Factory Camp Clinic,,,,,,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,,4.570321171,-7.694708,,,Does not exists anymore there is only CAVALA MEDICAL CENTER (PF 4843 0567),,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 448 053,29NPF 448 053,29NPF 448 053
Liberia,,18/08/2014,UN155,Gbloken Clinic,,,,,,,,N,1,,N,Not yet selected,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,,4.533323746,-7.642503,,,,,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 5060 0122,29NPF 5060 0122,29NPF 5060 0122
Liberia,Closed*,15/08/2014,UN156,Gedetarbo Clinic,,,,,,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,,4.572027728,-7.639727,,,Does not exists anymore there is only CAVALA MEDICAL CENTER (PF 4843 0567),,,,,UNMO TEAM SITE 06 (HARPER TEAM SITE),6,Harper,29N,PF 509 055,29NPF 509 055,29NPF 509 055
Liberia,,19.08.14,LR27-000021,Sodoken,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Maryland,LBR10,Pleebo Sodoken,LBR1006,,,4.52408000000,-7.704100,,,,,,,,,,,,,,
Liberia,,19.08.14,LR27-000011,Juduken,,Clinic,,MERCI,N/A,,,,,,,,,,,,,Maryland,LBR10,Whojah,LBR1007,,,5.04713000000,-7.938670,,,,,,,,,,,,,,
Liberia,Open*,,UN072,Bensonville Hospital,,Hospital,,MTI,25,,,Not Known,Not Known,N,,,,,,,,Montserrado,LBR11,Careysburg,LBR1101,,Bensonville,6.442512813,-10.604107,Bensonville,,Open but there is fear and apprehension among staff due to limited capacity of the facility to handle the dreaded Ebola Viral ailment,,,3,James N. Davis Jr Memoral Hospital,UNMO TEAM SITE 02 (MONROVIA TEAM SITE),2,Monrovia,29N,LH 226 124,29NLH 226 124,29NLH 226 124
Liberia,,19.08.14,LR30-000005,Kingsville Clinic,,Clinic,,SC-UK,N/A,,,,,,,,,,,,,Montserrado,LBR11,Careysburg,LBR1101,,Centeral Kingsville,6.42407000000,-10.476600,,,,,,4,Redemption Hospital,,,,,,,
Liberia,,19.08.14,LR30-000004,Crozierville Clinic,Y,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Montserrado,LBR11,Careysburg,LBR1101,,"Crozierville,",6.45398000000,-10.635810,Crozierville,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000007,Harrisburg Clinic,Y,Clinic,,"MOHSW,PFP,Public",N/A,,,,,,,,,,,,,Montserrado,LBR11,Careysburg,LBR1101,,Todee,6.48962000000,-10.452980,Carysbrug District,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000017,Careysburg,,Clinic,,SC-UK,N/A,,,,,,,,,,,,,Montserrado,LBR11,Careysburg,LBR1101,,,6.40230000000,-10.547570,,,,,,3,James N. Davis Jr Memoral Hospital,,,,,,,
Liberia,,19.08.14,LR30-000071,Bardnersville Health Center,,Health Center,,Merlin,10,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Bakoi Town,6.37206000000,-10.725420,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000072,Bardnersville Medical  & Lab Community Clinic,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Bakoi Town,6.35815000000,-10.737100,,,,,,,,,,,,,,
Liberia,,,LISGIS271,E.J. Goodridge H C,,HC,,GOL,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Barnersville,6.3667,-10.733300,,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,,,,,,,,,
Liberia,,,LISGIS262,Bardnersville Health Center,,HC,,GOL,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Barnesville,6.259651,-10.708028,42 S D. Cooper Rd,,The name might be Barnesville HC,http://www.tlcafrica.com/lisgis/lisgis.htm,,,,,,,,,,
Liberia,,19.08.14,LR30-000091,Forkay's Maternity Clinic,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Barnesville,6.36455,-10.735390,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000015,Central Prison,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Bassa Community,6.30849,-10.806920,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000025,Bromely Community Clinic,,Clinic,,MERCI,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Bromley,6.41347400000,-10.744070,,,,,,4,Redemption Hospital,,,,,,,
Liberia,,19.08.14,LR30-000060,Grey Stone Comm,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Buah Yard,6.31762,-10.810350,,,,,,,,,,,,,,
Liberia,Open,17/09/2014,LibOni,Island Clinic (Oniyama Specialist Hospital),Y,Hospital,ETC,"MOH, WHO",150,,,,,,,,,,,N/A,N/A,Montserrado,LBR11,Greater Monrovia,LBR1103,,Bushrod Island,6.3279815,-10.797770,Bushrod Island,,"new 120 bed capacity but sometimes stretches to care for 210 patients. its believed to be full. US Navy have set up a moble testing unit nearby, they get results back between 3-5 hours",https://www.internationalsos.com/ebola/index.cfm?content_id=396&language_id=ENG; WHO Foreign Medical Teams International Response; WHO data,http://www.openstreetmap.org/search?query=6.3279815%09-10.79777#map=14/6.3280/-10.7978,,,,,,,,,29NLH0238206106
Liberia,,19.08.14,LR30-000059,Jaimaca Road Clinic,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Bushrod Island,6.34337000000,-10.782680,Jaimica Road,,,,,,,,,,,,,
Liberia,,,UN022,Jallahlone Clinic,,,,,,,,1 OIC,2,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Bushrod Island,6.925256127,-10.642782,,,,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,LH 185 658,29NLH 185 658,29NLH 185 658
Liberia,,19.08.14,LR30-000033,Clara Town,,Health Center,,MOHSW only,16,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Clara Town,6.32870000000,-10.798080,Clara Town,,,,,1,JFK Medical Center,,,,,,,
Liberia,,19.08.14,LR30-000184,Joanna Maternity,Y,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Community A,6.30742000000,-10.807880,Center Street,,,,,,,,,,,,,
Liberia,,,MTI103,National TB & Leprosy Hospital,Y,Hospital,,Public,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Congo town,6.26866,-10.734200,Congo Town,,Geoloc at centroid of Congo Town.,List from: Medical Teams International,,2,Duport Road Health Center,,,,,,,
Liberia,Closed,,STF047,St. Joseph Catholic Hospital,Y,Hospital,,Private,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Congo Town,6.27287,-10.754620,Congo Town,,,,,,,,,,,,,
Liberia,,,MTI022,Eye and Optical Clinic,,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Crown Hill Monrovia,6.31661,-10.804500,Broad & Center Street,,,List from: Medical Teams International,,1,JFK Medical Center,,,,,,,
Liberia,,19.08.14,LR30-000029,Chocolate City Clinic,,Health Center,,MERCI,5,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Dry Rice Market Comm,6.32923000000,-10.752370,Chocolate City,,,,,3,James N. Davis Jr Memoral Hospital,,,,,,,
Liberia,,19.08.14,LR30-000153,Tropical,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Dupl Monrovia,6.34871000000,-10.787260,Logan Town,,,,,,,,,,,,,
Liberia,Open*,,UN068,Kingdom Care Hospital,,Health Center,,Private,,,,6,16,N,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Duport Road,6.238802475,-10.683901,Duport Road,,Open but there is fear and apprehension among staff due to limited capacity of the facility to handle the dreaded Ebola Viral ailment,,,,,UNMO TEAM SITE 02 (MONROVIA TEAM SITE),2,Monrovia,29N,137 899,29N137 899,29NLG 137 899
Liberia,,,MTI025,Fiamah   Community Clinic,,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Fiama,6.2834,-10.751500,Fiamah Community,,,List from: Medical Teams International,,1,JFK Medical Center,,,,,,,
Liberia,,19.08.14,LR30-000026,Gardnersville Community Clinic,,Clinic,,MOHSW only (GOL),N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Gardnersville,6.31766000000,-10.727730,Double Bridge,,,,,3,James N. Davis Jr Memoral Hospital,,,,,,,
Liberia,,19.08.14,LR30-000062,Sis. Agnes Health Center,,Clinic,,Faith Based Organization,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Gardnersville,6.33603000000,-10.746640,Gardnersville,,,,,3,James N. Davis Jr Memoral Hospital,,,,,,,
Liberia,,19.08.14,LR30-000068,SiS. Barbara Ann Health Center,,Health Center,,Faith Based Organization,19,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Gardnersville,6.32616000000,-10.735340,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000040,Father Lee Maternity Clinic,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Goway Town,6.39106000000,-10.756550,,,,,,,,,,,,,,
Liberia,,,MTI165,Kelthy's  Clinic,,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Jacob Town,6.305112,-10.714642,Jacob Town,,,List from: Medical Teams International,,3,James N. Davis Jr Memoral Hospital,,,,,,,
Liberia,,19.08.14,LR30-000137,Poly Clinic,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Jacob Town,6.28875000000,-10.774800,,,,,,,,,,,,,,
Liberia,,,LISGIS309,Fatima Clinic,,Clinic,,NFP,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Johnsonville,6.3320,-10.704200,,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,,,,,,,,,
Liberia,,19.08.14,LR30-000063,Bushrod Island Community  Clinic,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Logan Town,6.34455000000,-10.785740,Jamaica ROad,,,,,4,Redemption Hospital,,,,,,,
Liberia,,19.08.14,LR30-000078,Central Matadi,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Matadi,6.29998000000,-10.768680,,,,,,1,JFK Medical Center,,,,,,,
Liberia,,19.08.14,LR30-000058,FPAL Clinic,,Clinic,,Private - non profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Mataley,6.28849000000,-10.777140,,,,,,,,,,,,,,
Liberia,,,MTI098,Medical Diagnostic Laboratory Clinic,,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Mills Center,6.2597055,-10.685996,GSA Road,,,List from: Medical Teams International,,2,Duport Road Health Center,,,,,,,
Liberia,,,MTI001,A.C.F.I. Medical Center,Y,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Monrovia,6.294495,-10.789362,"5th Street, Sinkor",,Geolocated to street or nearby street only (3 blocks west of 8th = 5th),List from: Medical Teams International,,1,JFK Medical Center,,,,,,,
Liberia,,,MTI132,Bong Community Clinic,,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Monrovia,6.291268,-10.775821,Bernard's Farm,,,List from: Medical Teams International,,3,James N. Davis Jr Memoral Hospital,,,,,,,
Liberia,,,MTI135,Camp Sandee Ware clinic,,Clinic,,Public,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Monrovia,6.397448 ,-10.491957,Careysburg District,,,List from: Medical Teams International,,3,James N. Davis Jr Memoral Hospital,,,,,,,
Liberia,,,MTI007,Capital Medical Clinic,,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Monrovia,6.306380,-10.797312,Capital Bye Pass,,"No direct link, but g-map will link capitol Bye Pass with Old Ministry of Health, Wikepedia links the ministry with LPGMC, which appears to be a medical university, should be included though.",List from: Medical Teams International,,1,JFK Medical Center,,,,,,,
